"term","hazard.ratio","confint.low","confint.high","p.value","padj.FDR","samples.with.microbe","samples.without.microbe","pass.prevalence.split"
"Fastidiosipila.sanguinis",0.318708383489587,0.100655279887356,1.00913766093759,0.0518356824709042,0.837048526482026,17,481,"Yes"
"Thermus.brockianus",1.89126556261154,0.99197520202923,3.6058214167081,0.0529299320451144,0.837048526482026,16,482,"Yes"
"Amycolatopsis.sp..AA4",0.323578382123739,0.103192565993194,1.01463674606873,0.0529848865276968,0.837048526482026,18,480,"Yes"
"Halioglobus.japonicus",1.34279164557603,0.996208882309298,1.80995114121957,0.0529868430684324,0.837048526482026,131,367,"Yes"
"Lentibacillus.amyloliquefaciens",0.323102665044975,0.102833994436225,1.01518308932275,0.053092692092571,0.837048526482026,16,482,"Yes"
"Chryseobacterium.sp..G0186",0.324453093072855,0.103634658795624,1.01577803051529,0.0532264602793692,0.837048526482026,20,478,"Yes"
"Pseudomonas.lundensis",1.63704381660456,0.992826182144884,2.6992765759799,0.0533907454850613,0.837048526482026,27,471,"Yes"
"Tsukamurella.tyrosinosolvens",0.696313474250462,0.481943239014126,1.00603642747344,0.0538665225606531,0.837048526482026,99,399,"Yes"
"Actinoalloteichus.hoggarensis",0.705497315257945,0.494755109930587,1.00600570230795,0.0539932628052642,0.837048526482026,114,384,"Yes"
"Sinorhizobium.fredii",1.30903811820263,0.995256502081877,1.72174790249851,0.0541095974268156,0.837048526482026,267,231,"Yes"
"Pajaroellobacter.abortibovis",2.2674797500162,0.984098256078286,5.2245437739344,0.0545648917785091,0.837048526482026,12,486,"Yes"
"Plantactinospora.sp..KBS50",0.732145074361748,0.532520114720309,1.00660312182519,0.0549279596612053,0.837048526482026,134,364,"Yes"
"Paenibacillus.beijingensis",1.30486875575882,0.993910197107574,1.71311500245256,0.055367345198218,0.837048526482026,252,246,"Yes"
"Streptomonospora.sp..M2",1.30150694166678,0.993951717985256,1.70422797059037,0.0553831267010244,0.837048526482026,230,268,"Yes"
"Nitrosococcus.oceani",1.67919415234378,0.988131095335681,2.85356165247249,0.0553866323905297,0.837048526482026,24,474,"Yes"
"Fusobacterium.nucleatum",0.753188294661449,0.563457523920334,1.00680633966515,0.0556004204776164,0.837048526482026,351,147,"Yes"
"Brachybacterium.sp..SGAir0954",0.614548228478028,0.373106966799552,1.01222855302078,0.0558471731685359,0.837048526482026,48,450,"Yes"
"Xanthobacter.autotrophicus",1.43953616890289,0.990836918966012,2.09142830864852,0.0559195736420788,0.837048526482026,64,434,"Yes"
"Arcobacter.thereius",1.86663877857421,0.984143914171604,3.54047846001256,0.0560012538275095,0.837048526482026,14,484,"Yes"
"Mycoplasma.ovipneumoniae",1.77941926927519,0.985248272882574,3.21374116861327,0.0560444265920582,0.837048526482026,22,476,"Yes"
"Lactobacillus.reuteri",1.4041823563935,0.991135564992922,1.98936266606566,0.0561502269475089,0.837048526482026,78,420,"Yes"
"Spirosoma.radiotolerans",1.81567915331281,0.98360488867459,3.35164132034462,0.0565065909922159,0.837048526482026,20,478,"Yes"
"Erythrobacter.flavus",0.381238209780886,0.141468154299363,1.02738721174925,0.0565794228826197,0.837048526482026,20,478,"Yes"
"Flammeovirgaceae.bacterium.311",1.40528573989755,0.990220221560007,1.99433213719696,0.0567879418343125,0.837048526482026,80,418,"Yes"
"Candidatus.Fukatsuia.symbiotica",1.77077282926205,0.983172021245414,3.18930598623089,0.0569842427608767,0.837826259433848,21,477,"Yes"
"Rathayibacter.tritici",0.768843220751875,0.58631411417707,1.00819660281552,0.0573109408870676,0.840512467230687,314,184,"Yes"
"Cyclobacterium.marinum",1.80513794561063,0.98071256020007,3.3226075966832,0.0577753622225009,0.845199973164756,19,479,"Yes"
"Amycolatopsis.japonica",0.732441187598488,0.53072315925974,1.01082849679852,0.0581671730954167,0.848804473394868,126,372,"Yes"
"Methylococcus.capsulatus",0.565917225905508,0.31366323683691,1.02103870956068,0.0586491776775116,0.851631260824525,41,457,"Yes"
"Amycolatopsis.mediterranei",0.735068355275709,0.534275086622868,1.01132450390512,0.0586526926248859,0.851631260824525,134,364,"Yes"
"Streptomyces.sp..SSL.25",0.611104680268267,0.36654554161431,1.0188336450665,0.0589697403086518,0.851995975697031,51,447,"Yes"
"Phoenicibacter.congonensis",0.456700062523837,0.202290514430841,1.03106637350801,0.0592505887567152,0.85255671505821,21,477,"Yes"
"Rhodothermus.marinus",0.618608084341962,0.375521129559619,1.01905307555397,0.059314500172414,0.85255671505821,57,441,"Yes"
"Ochrobactrum.quorumnocens",1.72659392588259,0.978477589886093,3.0466988878526,0.0594467334296199,0.85255671505821,22,476,"Yes"
"Nocardia.farcinica",1.40540527618215,0.985761011638105,2.00369457404118,0.0600112727579183,0.854337030839765,395,103,"Yes"
"Spiroplasma.clarkii",0.419194850705592,0.169384340231035,1.03742956768259,0.0600419917855384,0.854337030839765,20,478,"Yes"
"Proteiniphilum.saccharofermentans",1.74056883114485,0.976318580821127,3.10306483505102,0.0602826495568655,0.854337030839765,21,477,"Yes"
"Clostridium.baratii",0.762326599093251,0.574356600079343,1.01181364261297,0.0602906694302912,0.854337030839765,342,156,"Yes"
"Changchengzhania.lutea",1.84888662311014,0.973724251315214,3.51062607355049,0.0603026994527982,0.854337030839765,18,480,"Yes"
"Tamlana.sp..UJ94",1.79398132218639,0.974327049511703,3.30317113331355,0.0605922764668676,0.854453248945157,21,477,"Yes"
"Sulfitobacter.pseudonitzschiae",1.86532214411992,0.972609636519677,3.57741335341351,0.0606036739872015,0.854453248945157,22,476,"Yes"
"Pseudomonas.resinovorans",1.30743903976622,0.987291511489851,1.73140032382665,0.0613852446117301,0.862445337789702,296,202,"Yes"
"Ornithinimicrobium.flavum",1.373559696031,0.984743657990048,1.9158958001432,0.0615648774487919,0.862445337789702,93,405,"Yes"
"Frischella.perrara",0.386468695688959,0.142609538492668,1.04732161905989,0.0616137923348134,0.862445337789702,16,482,"Yes"
"Capnocytophaga.cynodegmi",0.484684510010443,0.226568956796357,1.03685464048462,0.0619457042559924,0.86339342159294,26,472,"Yes"
"Flavobacterium.johnsoniae",1.33255603744095,0.985256127407391,1.8022781523754,0.0623849974007605,0.86339342159294,345,153,"Yes"
"Sphaerotilus.natans",0.720010788168791,0.509484581813421,1.01752938868971,0.0626751962689886,0.86339342159294,107,391,"Yes"
"Sphingobacterium.hotanense",1.58773746298732,0.975784435548983,2.58347044647739,0.0627058187856814,0.86339342159294,32,466,"Yes"
"Candidatus.Nitrosocosmicus.exaquare",0.461256294727363,0.203815319152697,1.04387329819021,0.0633220263664323,0.86339342159294,22,476,"Yes"
"Listeria.monocytogenes",0.709688669297883,0.49399413804154,1.01956272057513,0.063573870238268,0.86339342159294,99,399,"Yes"
"Spirosoma.rigui",0.528965568227979,0.269895195571338,1.03671564726609,0.0636052649860367,0.86339342159294,26,472,"Yes"
"Flavobacterium.sp..KBS0721",1.69158458733677,0.970362339959804,2.9488555957704,0.0637590646621577,0.86339342159294,29,469,"Yes"
"Haloplanus.sp..CBA1112",1.60249770150068,0.973250870798039,2.63857856218435,0.063825130197754,0.86339342159294,33,465,"Yes"
"Methylobacterium.sp..C1",1.37897611559854,0.98166477270681,1.93709215229135,0.0638480205219046,0.86339342159294,77,421,"Yes"
"Mogibacterium.pumilum",2.17573867661459,0.955863689262876,4.95242035249519,0.0639684818696859,0.86339342159294,12,486,"Yes"
"Caloramator.sp..E03",0.562338508720267,0.305737505555165,1.03430096943954,0.0640990462033587,0.86339342159294,47,451,"Yes"
"Streptococcus.oralis",1.30910363986514,0.984293090658952,1.74109963401333,0.0641471508965052,0.86339342159294,166,332,"Yes"
"Nitrospira.moscoviensis",0.587443673563581,0.333953172733636,1.03334867815471,0.0648745825653643,0.870512502147199,47,451,"Yes"
"Chryseobacterium.sp..H3001",1.59728105985428,0.969933185426893,2.63039436375848,0.065765945160623,0.877663032063536,30,468,"Yes"
"Pandoraea.sputorum",0.270405421165418,0.0670441720386434,1.09061070593134,0.0660534881880581,0.877663032063536,15,483,"Yes"
"Paenibacillus.sp..32O.W",0.627167466039668,0.381048326629214,1.03225497389827,0.0664915542988641,0.877663032063536,52,446,"Yes"
"Synechococcus.sp..PCC.7336",1.96032221255375,0.955217121166435,4.02302585650794,0.0664972644734976,0.877663032063536,14,484,"Yes"
"Anaerostipes.hadrus",0.761142208076367,0.568522431857271,1.0190230472046,0.0667459194449537,0.877663032063536,362,136,"Yes"
"Burkholderia.stabilis",0.735209801672418,0.529143961583411,1.02152437090599,0.0667942122859886,0.877663032063536,138,360,"Yes"
"Weissella.paramesenteroides",2.03744944590751,0.951257843791961,4.36390645472217,0.0670440841033715,0.877663032063536,12,486,"Yes"
"Enterobacter.soli",2.15230032322204,0.947247617387362,4.89037564868043,0.0671687488671165,0.877663032063536,12,486,"Yes"
"Lysobacter.antibioticus",1.40633819244287,0.976017720612792,2.02638442904676,0.0672933749809912,0.877663032063536,71,427,"Yes"
"Sediminispirochaeta.smaragdinae",0.493196330781499,0.231270827501809,1.05176525428582,0.0673477801017416,0.877663032063536,29,469,"Yes"
"Staphylococcus.saprophyticus",1.66741887663759,0.964124646546265,2.88374093549733,0.0673621789214432,0.877663032063536,35,463,"Yes"
"Clostridioides.difficile",1.34933548274149,0.977772404317716,1.86209616567742,0.0682760980567259,0.887589274737436,360,138,"Yes"
"Comamonas.sp..NLF.7.7",1.2860207843539,0.981057307811226,1.68578272097073,0.0685331868191297,0.887598920340259,207,291,"Yes"
"Planctomycetes.bacterium.Pan265",1.72292609141472,0.95927499410283,3.09449775583265,0.0686361595664656,0.887598920340259,21,477,"Yes"
"Mycoplasma.canis",1.69331527467892,0.96035630801046,2.98567999766781,0.0687330327212261,0.887598920340259,23,475,"Yes"
"Azospirillum.thiophilum",1.63375503863092,0.96211540198526,2.7742571429002,0.0692159035018054,0.890167547724654,27,471,"Yes"
"Pseudomonas.sp..UW4",1.86797882606084,0.951978685794395,3.66536031392331,0.069236948204042,0.890167547724654,14,484,"Yes"
"Halomonas.sp..GFAJ.1",0.65603951774471,0.415916708288286,1.03479336190648,0.069851260069124,0.892030382769327,69,429,"Yes"
"Streptomyces.seoulensis",1.57307514436243,0.963670564442896,2.56785409985148,0.0699931326551913,0.892030382769327,32,466,"Yes"
"Dermabacter.jinjuensis",2.13060002294858,0.938234699485558,4.83829521576799,0.0706678541716178,0.896442936714802,14,484,"Yes"
"Gammaproteobacteria.bacterium.DM2",0.471786202673745,0.208916778683189,1.06541093748552,0.0706822186444038,0.896442936714802,25,473,"Yes"
"Legionella.clemsonensis",0.163305711757244,0.0228522801464538,1.16700632591705,0.0709118972203334,0.896442936714802,11,487,"Yes"
"Celeribacter.baekdonensis",0.275355482968993,0.0678629830300587,1.11726067166107,0.071106226754519,0.896442936714802,14,484,"Yes"
"Rummeliibacillus.stabekisii",0.629933025094269,0.381357696270113,1.04053391339808,0.071107260527489,0.896442936714802,52,446,"Yes"
"Scytonema.sp..HK.05",1.62464894916776,0.958585064410661,2.7535211073361,0.0714144477895914,0.898375283939321,24,474,"Yes"
"Pseudomonas.prosekii",0.469619240263744,0.205784680067991,1.07171355395858,0.072583121057845,0.907346903613812,23,475,"Yes"
"Arcobacter.nitrofigilis",1.92415612518076,0.941765099961799,3.93131662473034,0.0725939701880504,0.907346903613812,12,486,"Yes"
"Corynebacterium.glaucum",1.58904095817613,0.958135438625629,2.63538020301526,0.072768831245186,0.907589034141347,30,468,"Yes"
"Kytococcus.sedentarius",1.31148446948778,0.974418119815149,1.76514730045653,0.0736164493207724,0.910117550433754,125,373,"Yes"
"Pirellula.staleyi",0.440611406008035,0.17943521378762,1.08194153759674,0.0737540069568546,0.910117550433754,15,483,"Yes"
"Nocardioides.sp..JS614",1.51819882454072,0.960439699616386,2.399867135602,0.0739070959235222,0.910117550433754,42,456,"Yes"
"Massilia.violaceinigra",0.66300097785738,0.421806456480224,1.04211372274348,0.0748827472863106,0.918257554433183,74,424,"Yes"
"Carboxydothermus.hydrogenoformans",0.405873812998896,0.150215451787121,1.0966485146396,0.0753967047411934,0.922621730763828,19,479,"Yes"
"Staphylococcus.xylosus",0.54498187953531,0.279010628056024,1.06449439252974,0.0755689157575404,0.9227944796585,33,465,"Yes"
"Tistrella.mobilis",0.669141068947003,0.429383997396788,1.04277237360054,0.0759094128103321,0.925017207878724,71,427,"Yes"
"Nocardioides.sp..603",1.27991837744076,0.974392332866455,1.68124378410427,0.0761387202346545,0.925844335989288,250,248,"Yes"
"Nostoc.piscinale",2.01243030947654,0.928746601086115,4.36058204225324,0.0762945221193846,0.925844335989288,14,484,"Yes"
"Nostoc.sp..CENA543",0.689012696132306,0.455783864879954,1.04158688363518,0.0772764226331064,0.934787195254875,85,413,"Yes"
"Mycoplasma.crocodyli",0.478190820131688,0.210795279608915,1.08477979621962,0.0775220505014796,0.934787195254875,21,477,"Yes"
"Selenomonas.sp..oral.taxon.136",1.62586082706844,0.947636338759965,2.78949141234361,0.0776166385555433,0.934787195254875,25,473,"Yes"
"Comamonas.terrigena",0.743484006308505,0.534288639526604,1.03458772420524,0.0787030016202797,0.934787195254875,128,370,"Yes"
"Planctomycetes.bacterium.Pan153",1.89557868561731,0.929111498149814,3.86737066597714,0.0787710850292131,0.934787195254875,14,484,"Yes"
"Phreatobacter.stygius",0.747202776728921,0.539806701699941,1.0342813229128,0.078957331726205,0.934787195254875,138,360,"Yes"
"Pandoraea.pulmonicola",1.54577570280078,0.95081332601042,2.51303011643218,0.0789959423612857,0.934787195254875,35,463,"Yes"
"Geobacter.sp..DSM.9736",0.546425237587674,0.278230858114473,1.07313955862473,0.0792621643779305,0.934787195254875,481,17,"Yes"
"Candidatus.Saccharimonas.aalborgensis",0.409785972786759,0.151049153020075,1.11172118568896,0.0797780185110812,0.934787195254875,16,482,"Yes"
"Vogesella.sp..LIG4",1.40761652401045,0.959878435714142,2.06420334590926,0.0800614804697957,0.934787195254875,62,436,"Yes"
"Theileria.equi",1.35830813619614,0.963946334475483,1.91400799699141,0.0800982135318518,0.934787195254875,376,122,"Yes"
"Phaeobacter.inhibens",1.33077775476534,0.966262507070053,1.83280363216027,0.0801503859201865,0.934787195254875,355,143,"Yes"
"Corynebacterium.matruchotii",0.746809058290093,0.538479313153824,1.03573852499105,0.0801988967144195,0.934787195254875,126,372,"Yes"
"Paracoccus.sp..BM15",1.51243188297192,0.950944372777575,2.40545111376879,0.0805500418969426,0.934787195254875,39,459,"Yes"
"Cystobacter.fuscus",0.691890466496399,0.457497678925567,1.04637124881783,0.0809514539824507,0.936221479940475,79,419,"Yes"
"Thermus.aquaticus",0.6621113738513,0.416582139458456,1.05235301723005,0.0811392702770691,0.936221479940475,57,441,"Yes"
"Sphingopyxis.sp..MG",0.570942283711942,0.303605923972394,1.07367829673787,0.0819743917879298,0.936221479940475,29,469,"Yes"
"Microcoleus.sp..PCC.7113",0.781642015032324,0.592144971394936,1.03178152171845,0.0820168045116683,0.936221479940475,227,271,"Yes"
"Nocardia.otitidiscaviarum",0.511691740335648,0.240284390039322,1.08966061875629,0.0823303357242991,0.936221479940475,25,473,"Yes"
"Rippkaea.orientalis",1.31445064312694,0.965541168777549,1.78944259352951,0.0823574377023461,0.936221479940475,107,391,"Yes"
"Anoxybacillus.kamchatkensis",0.573162480640253,0.305876195075883,1.07401371699484,0.082366926211215,0.936221479940475,29,469,"Yes"
"Pediococcus.claussenii",1.76285634139048,0.929520876273932,3.34329498099922,0.0825373724157862,0.936221479940475,20,478,"Yes"
"Streptomyces.hygroscopicus",2.21518376618629,0.902418355647881,5.43765437312313,0.0825876412821799,0.936221479940475,475,23,"Yes"
"Bacillus.beveridgei",1.31210248510783,0.965403125883956,1.78330987881334,0.0827300493276088,0.936221479940475,337,161,"Yes"
"Bacillus.halodurans",0.767346655969418,0.568747978039271,1.03529315824098,0.0830984174749977,0.936221479940475,150,348,"Yes"
"Bacillus.pseudomycoides",0.713026967384441,0.486276647450356,1.04551073732027,0.0832632861543705,0.936221479940475,90,408,"Yes"
"Fischerella.sp..NIES.4106",1.4415798158775,0.952731572815345,2.18125695090005,0.0834851119114591,0.936221479940475,49,449,"Yes"
"Citrobacter.freundii",0.724528773350221,0.502920139196371,1.04378787505148,0.083649461397225,0.936221479940475,94,404,"Yes"
"Ruegeria.phage.DSS3.P1",1.49459959877356,0.947740999980534,2.35700255734421,0.0838042145632935,0.936221479940475,47,451,"Yes"
"Actinomyces.radicidentis",0.633471835612391,0.377438817550475,1.06318308519093,0.0839775436032475,0.936221479940475,47,451,"Yes"
"Pelobacter.propionicus",0.687895057480077,0.449894536139665,1.05180119359933,0.0841948882843798,0.936221479940475,67,431,"Yes"
"Rhizobium.flavum",0.488020126720629,0.216106216963244,1.10206752693712,0.0843255551427401,0.936221479940475,24,474,"Yes"
"Coraliomargarita.akajimensis",1.517979038879,0.944980830519605,2.43842021769795,0.0843563639848639,0.936221479940475,432,66,"Yes"
"Flavobacterium.nitrogenifigens",1.59794306028474,0.938360645027183,2.7211520830972,0.0843970230656817,0.936221479940475,25,473,"Yes"
"Oenococcus.kitaharae",0.707533692556093,0.47759267943329,1.04818174075883,0.0844737497728017,0.936221479940475,91,407,"Yes"
"Chryseobacterium.camelliae",1.80963594247389,0.921903825065099,3.55219509373671,0.0847693383799486,0.936221479940475,17,481,"Yes"
"Magnetospirillum.sp..ME.1",0.417900343501222,0.154779158972935,1.12832178606797,0.0851193099219785,0.936221479940475,19,479,"Yes"
"Bordetella.sp..H567",0.554961292131774,0.283826059935389,1.08510837882426,0.0852117163409718,0.936221479940475,30,468,"Yes"
"Lactobacillus.harbinensis",0.670633697997838,0.425440201344921,1.0571393005844,0.0853130913583562,0.936221479940475,459,39,"Yes"
"Candidatus.Nitrosopumilus.sp..SW",0.292236621222947,0.0719195760802965,1.18746866205738,0.0854759366504259,0.936221479940475,11,487,"Yes"
"Acinetobacter.sp..WCHA45",1.37993171877464,0.955747357141722,1.99237961188311,0.0857166514344082,0.936221479940475,74,424,"Yes"
"Burkholderia.stagnalis",0.593389398685103,0.32720154457332,1.07612871733546,0.0857254657810156,0.936221479940475,36,462,"Yes"
"Babesia.bovis",1.59099412959429,0.936669490966012,2.70240714021008,0.0858109459942015,0.936221479940475,456,42,"Yes"
"Nitrosospira.briensis",0.750142857314984,0.540101852914743,1.04186701701524,0.0862974939200817,0.937592936241792,121,377,"Yes"
"Lactobacillus.amylovorus",0.513476193100018,0.239670917846252,1.10008257676729,0.086418536867926,0.937592936241792,21,477,"Yes"
"Candidatus.Pelagibacter.sp..RS40",1.86765183358308,0.913113918590603,3.82003088603685,0.0870804450461962,0.937863904619564,13,485,"Yes"
