Taxonomy	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	tax_class
g__Sneathia	1.81133719758253	-0.628825852384643	0.239613984065453	-2.62432868781512	0.00868199558236903	0.178386291765893	genus
g__Cloacibacterium	9.51686547616985	-0.491963490543251	0.188060255379941	-2.61598863379894	0.00889695191725861	0.178386291765893	genus
s__Saccharomyces cerevisiae	246.662446251853	-1.02070757575975	0.391043100494645	-2.61021758079512	0.00904846510210177	0.127522371147239	species
g__Croceicoccus	4.06025412234684	0.342048908408508	0.131066816953584	2.60972926907687	0.00906139034269132	0.178386291765893	genus
s__Streptomyces olivaceus	4.50252557834911	0.370739355535262	0.142311243385939	2.6051304641464	0.00918392822843533	0.127522371147239	species
s__Synechococcus sp. JA-2-3B'a(2-13)	2.08513917098955	0.527921064056108	0.202718655502406	2.60420563044748	0.00920874885370414	0.127522371147239	species
g__Methylobacterium	54.6998488243323	-0.281623223337514	0.108229841360414	-2.60208478361977	0.00926589420132266	0.178386291765893	genus
g__unclassified-s__Beijerinckiaceae bacterium RH AL1	2.44654028247342	-0.578506984885962	0.222503709123613	-2.59998805037704	0.00932270067520247	0.178386291765893	genus
s__Prevotella sp. oral taxon 299	4.69684338254861	-0.563863151464413	0.216871791810092	-2.59998382804054	0.0093228153831295	0.127522371147239	species
s__Cloacibacterium normanense	9.45864359759676	-0.489196595651881	0.188247280486612	-2.59869143600548	0.00935798494737203	0.127522371147239	species
o__Chromatiales	87.6970760801128	0.139479771476587	0.0537506620962854	2.5949405279275	0.00946072876021945	0.380531534577716	order
s__Beijerinckiaceae bacterium RH AL1	2.43207524589466	-0.576749296891253	0.222650437885481	-2.59038024972536	0.00958699700481791	0.129545304065102	species
s__Bacillus jeotgali	0.882862880375749	0.524111810190911	0.202365382112464	2.58992820174963	0.00959959512429059	NA	species
s__Sneathia amnii	1.79573083801735	-0.62205993895401	0.240469520801675	-2.58685565172747	0.00968561579531383	0.129787251657205	species
f__Streptococcaceae	270.136319625598	-0.349091567532489	0.13496793690435	-2.58647776308447	0.00969624266755906	0.259643831431304	family
s__Aggregatibacter actinomycetemcomitans	1.2819003597625	-0.613516362594837	0.237698797634352	-2.58106632722054	0.00984956559407511	NA	species
s__Enterobacter sp. Crenshaw	1.10406687910651	0.443594429731585	0.171929729105684	2.58009148295064	0.00987741447724164	NA	species
s__Methylobacterium oryzae	1.61467679956706	-0.575913466581124	0.223507605318657	-2.57670635305693	0.00997466481074999	0.132555876162694	species
g__Bifidobacterium	26.7074855020517	-0.398543540475527	0.155206117276017	-2.567833971175	0.0102336157830189	0.192121654794411	genus
s__Bacillus subtilis	21.2681442696564	-0.837553995094298	0.32652687384221	-2.56503847673816	0.0103164364218058	0.135974014477572	species
s__Sphingomonas ginsengisoli An et al. 2013	1.27659137987077	-0.632333046750623	0.246603487775504	-2.56416911396756	0.010342313899547	NA	species
s__Hymenobacter sp. 17J36-26	1.28542226754307	0.514292709520184	0.200598225084391	2.56379491545262	0.0103534700754721	NA	species
f__Chromatiaceae	49.4133344413382	0.211336025074518	0.0827147195895749	2.55499899078609	0.0106188105857488	0.269382458017417	family
s__Pseudomonas aeruginosa	73.9323684754373	-0.688401507338675	0.269861703867441	-2.55094182491646	0.0107432256697727	0.140409110053805	species
g__Acidobacterium	1.65100432815089	-0.586194223513723	0.22986608019599	-2.55015539053834	0.010767491494551	0.198401000686634	genus
s__Acidobacterium capsulatum	1.64291917457732	-0.58576668737999	0.229873327371636	-2.54821511515767	0.0108275681882287	0.140409110053805	species
s__Hydrogenophaga sp. NH-16	5.81070697465535	-0.585922243592636	0.230606326703335	-2.54078997731229	0.0110602335365641	0.14227884421436	species
s__Enterobacter roggenkampii	2.32290686554959	-0.621840428808395	0.245543334855768	-2.53250787350291	0.0113249826385544	0.143453655964553	species
s__Staphylococcus equorum	1.95566915799427	-0.542666126604958	0.214293232417443	-2.53235307752437	0.011329984022076	0.143453655964553	species
s__Clostridium sp. CT4	2.13071338077534	-0.504081164122625	0.199513350577877	-2.52655354973784	0.0115187826443994	0.144704706970268	species
s__Stenotrophomonas sp. pho	1.26185105452977	0.417062039498314	0.166402059440947	2.50635142918002	0.0121984310506423	NA	species
s__Solibacillus silvestris	4.08174686983538	0.362896481907446	0.14527248177585	2.49804007938256	0.0124882073658783	0.154801516124696	species
s__Erythrobacter sp. HKB08	4.67029594714635	-0.777785468178939	0.311861003464111	-2.49401322877628	0.0126307836971428	0.154801516124696	species
s__Gemella sanguinis	1.92297692763578	-0.529361811263002	0.212414950152399	-2.49211183526962	0.0126986046617457	0.154801516124696	species
s__Delftia tsuruhatensis	4.24864827128151	-0.565168236178618	0.226805712043596	-2.49186068148929	0.0127075871445646	0.154801516124696	species
g__Alicycliphilus	9.20863478730612	-0.561671949993094	0.226282079076846	-2.48217601802372	0.0130582753771609	0.233448802190658	genus
s__Alicycliphilus denitrificans	9.12078501199927	-0.560739522809605	0.226126216429292	-2.47976343329012	0.0131469575124579	0.157901798609817	species
s__Streptococcus dysgalactiae	2.05089759932701	0.792860712974361	0.319772697084427	2.47945093562828	0.0131584832174848	0.157901798609817	species
g__Alloprevotella	2.15260836566869	-0.510511881454646	0.206192521355828	-2.47589911650409	0.0132901125337084	0.233448802190658	genus
o__Deinococcales	1.44369089718125	-0.675060118164251	0.272844728054892	-2.47415489013385	0.0133551781576069	0.483457449305368	order
g__Truepera	1.43797763564947	-0.675379724893559	0.273027806310944	-2.47366645184991	0.0133734489697161	0.233448802190658	genus
s__Sphingomonas koreensis	1.94738495755161	-0.455352670994472	0.184129445277752	-2.47300300235842	0.0133983017376392	0.15843468601498	species
s__Amycolatopsis mediterranei	2.13560543331591	0.338634458950815	0.136934922182559	2.47295907832301	0.0133999485684311	0.15843468601498	species
f__Trueperaceae	1.45382843067057	-0.67370417109408	0.272914674102808	-2.46855239026207	0.0135660792152845	0.325405056303417	family
s__Pseudomonas sp. TKP	2.60211204552392	0.433215122687523	0.175644819564039	2.46642698465453	0.0136468548091316	0.159417263891969	species
s__Listeria innocua	1.70270601794915	-0.441306143033981	0.179201125066941	-2.46263042639454	0.0137921999271521	0.159417263891969	species
s__Alloprevotella sp. E39	2.13554466657206	-0.50724760020266	0.206099347638231	-2.46118003776042	0.0138480855542012	0.159417263891969	species
s__Lactococcus sp. KACC 19320	1.13846886659519	0.421530620062381	0.17129332590796	2.46087007668285	0.0138600547129227	NA	species
s__Truepera radiovictrix	1.43075769493319	-0.67575150642322	0.274655082788191	-2.46036410308979	0.0138796125279078	0.159417263891969	species
s__Pseudonocardia sp. AL041005-10	2.98399441677022	0.321423155520789	0.131167265068397	2.45048301764302	0.0142664692215194	0.161777724805592	species
s__Veillonella atypica	2.16970994589306	-0.593661177662966	0.242525662862775	-2.44782828610953	0.0143720131471339	0.161777724805592	species
s__Clostridium formicaceticum	2.29897774356475	-0.521208417955444	0.21295943492406	-2.44745398644255	0.0143869494074625	0.161777724805592	species
s__Actinomyces naeslundii	1.7791099199713	0.714440493090589	0.292494056714975	2.44258123093006	0.0145826474532562	0.162839563228028	species
f__Alicyclobacillaceae	8.54154654592686	0.337914012757675	0.138412695442564	2.4413512913481	0.0146324133366437	0.325405056303417	family
s__Corynebacterium flavescens	1.52524120344505	0.430238414650858	0.176404957479251	2.43892473771018	0.0147310359294691	0.163362108790251	species
f__Neisseriaceae	49.5453940812849	-0.361286112964391	0.148313923587942	-2.43595546678507	0.0148525129433095	0.325405056303417	family
s__Acinetobacter towneri	2.1803093695898	-0.601498431462088	0.247265352876675	-2.43260296869044	0.0149907284826447	0.16510336575406	species
s__Mus musculus mobilized endogenous polytropic provirus	1.16132488734879	0.419760066735345	0.173539087336101	2.41882144927025	0.0155708811212337	NA	species
s__Pseudomonas sp. R2-37-08W	1.13575461799084	0.407566837245373	0.169567157697917	2.40357179290256	0.0162357786700515	NA	species
s__Sphingomonas taxi	2.64882758325447	-0.50817817933544	0.211917014232624	-2.39800556446877	0.0164846148179972	0.177370131739075	species
s__Serratia sp. LS-1	1.11557850097621	0.404075403917159	0.168634278085156	2.39616410438874	0.0165676708549407	NA	species
f__Enterococcaceae	109.906379297436	-0.162013052053833	0.0676162845582475	-2.39606557964995	0.016572124991165	0.345521717545692	family
s__Paraphotobacterium marinum	22.1663724146886	0.305350024157375	0.127509653734547	2.39472083261288	0.0166330239389108	0.177370131739075	species
s__Streptococcus mitis	5.94527983340174	-0.590006810150612	0.246416172315179	-2.39435100629663	0.016649806511791	0.177370131739075	species
g__Actinopolymorpha	1.57090070465417	0.382888047897222	0.159931130763991	2.39408079007611	0.0166620782171292	0.279711373164589	genus
g__Gemmatimonas	3.72418521555366	0.315805052874964	0.131997979640974	2.39249914077421	0.0167340672765074	0.279711373164589	genus
s__Gemmatimonas phototrophica	2.76406496320331	0.354408165973125	0.148133130555797	2.39249764481033	0.0167341354946387	0.177370131739075	species
s__Actinopolymorpha singaporensis	1.56272202288812	0.383198961156469	0.160180086518833	2.39230087512417	0.0167431106072764	0.177370131739075	species
s__Proteus cibarius	1.45374272568755	-0.565460522773535	0.23641707534658	-2.39179222543291	0.0167663308609076	0.177370131739075	species
g__Paraphotobacterium	22.2704826006054	0.304060100276338	0.127243426873365	2.38959377114973	0.0168670174772617	0.279711373164589	genus
s__Fusobacterium necrophorum	2.48033950152907	-0.635567835953593	0.266038074422971	-2.38901081107327	0.0168938052274201	0.177550580429357	species
s__Acinetobacter venetianus	2.46650395689306	-0.613634517493248	0.257185575263553	-2.38596008685332	0.0170345997268013	0.177810604321231	species
s__Pararhodospirillum photometricum	1.49659995519022	0.396443788223554	0.166314667132808	2.38369709093053	0.0171397037747455	0.177810604321231	species
f__Cytophagaceae	22.7042334445334	-0.195487836190946	0.0820580967249716	-2.38231014358216	0.0172044008736444	0.345521717545692	family
g__Pararhodospirillum	1.50432626334587	0.395726677338509	0.16626501022195	2.38009594929352	0.0173081306788113	0.282321147957659	genus
c__Acidobacteriia	21.8066640433807	-0.281238681052373	0.118477943277094	-2.37376403804223	0.0176077988368686	0.70704581324898	class
g__Zymoseptoria	45.9258244222105	-0.233824734505252	0.0985913664134853	-2.3716552778527	0.01770860398334	0.284194531668117	genus
s__Nocardioides dokdonensis	1.90475419366269	-0.480973034119386	0.203303950987642	-2.36578301495292	0.0179919858714719	0.18545585436748	species
o__Neisseriales	110.191198814106	-0.2180880602974	0.0922027370028957	-2.36531004812309	0.0180149820661298	0.592856682539908	order
p__Bacillariophyta	1014.14161381261	-0.521521828949926	0.221667521477637	-2.35272098263859	0.0186366123942434	0.43796039126472	phlyum
s__Zymoseptoria tritici	45.7483595722676	-0.232950714922908	0.0990724052398348	-2.35131785040425	0.0187070462235782	0.191598282340852	species
k__unclassified-p__Bacillariophyta	1013.83723177157	-0.520889014577574	0.221627520384169	-2.35029031446395	0.0187587736355717	0.426762100209256	kingdom
s__Lactobacillus gasseri	1.76128790049578	-0.51608656521143	0.219797204315309	-2.34801241817017	0.0188738920364049	0.192083660724931	species
g__Borrelia	11.8541498612459	-0.363989108686855	0.155045513157192	-2.34762748869635	0.0188934061805022	0.294201235429122	genus
g__Enterococcus	100.972211588121	-0.170354480173531	0.0725828579344784	-2.34703461700713	0.0189234965502149	0.294201235429122	genus
s__Capnocytophaga sp. FDAARGOS_737	3.80497555538953	0.534058616056967	0.22769861738855	2.34546270935689	0.0190034794565477	0.192186131862445	species
s__Acinetobacter haemolyticus	3.45777231032866	-0.537865721534146	0.229626617045332	-2.34234919477111	0.0191627764535361	0.192585903358037	species
s__Pantoea eucalypti	1.18155194080798	0.404634248311385	0.172851887195374	2.3409304629346	0.0192357494278703	NA	species
s__Leuconostoc carnosum	1.12108593929607	0.39406413087676	0.168669312648594	2.33631195081557	0.0194749891151057	NA	species
s__Aspergillus oryzae	44.3751655658279	-0.343264911991574	0.147109470903799	-2.33339777434214	0.0196272779813855	0.196028962696074	species
o__Bacteroidales	225.298998237699	0.2410695704809	0.103437610662731	2.33057945689534	0.0197755457668805	0.596562297300894	order
f__Thalassiosiraceae	941.500857477655	-0.584808346054465	0.25238509541521	-2.31712710725794	0.0204968087739747	0.395178473162232	family
s__Collimonas fungivorans	1.60315864677855	-0.409341898254562	0.176898494366074	-2.31399311634315	0.020668099735636	0.203777267213572	species
s__Thiomonas sp. X19	1.5630094249866	-0.441444337366875	0.190858462521386	-2.31294086484329	0.0207258906471394	0.203777267213572	species
s__Staphylococcus lugdunensis	1.94831410938913	-0.519607398646199	0.224753509563048	-2.31189893166246	0.0207832536212847	0.203777267213572	species
s__Fusobacterium mortiferum	1.41394941124847	-0.430987132884368	0.186694169420234	-2.30851951200602	0.0209702588656682	0.204364704581785	species
g__Dolosigranulum	2.02591694403425	-0.499007387590511	0.21688839977289	-2.30075646329188	0.0214054005798554	0.32275605253152	genus
g__Thalassiosira	931.547979811245	-0.58094566679505	0.252508901484722	-2.30069381070988	0.0214089441880204	0.32275605253152	genus
o__Thalassiosirales	933.34363831183	-0.58084772730073	0.252985945756791	-2.29596836125882	0.0216776904575681	0.603640303510742	order
c__Coscinodiscophyceae	931.080522665119	-0.579336659224611	0.252524856028513	-2.29417677267855	0.0217803469258566	0.70704581324898	class
s__Dolosigranulum pigrum	2.0128801318653	-0.496912608207216	0.216903780741779	-2.29093566976033	0.0219671345840732	0.210415068498234	species
s__Rothia mucilaginosa	12.5085476605247	-0.621375832749893	0.271591868282717	-2.2879029356765	0.0221431743179995	0.210415068498234	species
s__Achromobacter xylosoxidans	7.92569504748158	-0.552632996251993	0.241949745429807	-2.28408174296807	0.0223667273377549	0.210415068498234	species
s__Gemella morbillorum	32.8124857431433	-0.386851471282658	0.169492479328508	-2.28241083507233	0.0224650962416855	0.210415068498234	species
s__Bacillus anthracis	1.90215988775929	-0.561476291916279	0.246001586482469	-2.28240923135791	0.0224651908351697	0.210415068498234	species
s__Pandoraea pnomenusa	14.9867300359468	-0.319289116189612	0.139924375068178	-2.28186915992328	0.0224970661047708	0.210415068498234	species
s__Arcobacter butzleri	2.4422719264812	-0.334230906630473	0.14653308013982	-2.28092459608134	0.0225529092188177	0.210415068498234	species
s__Thalassiosira pseudonana	926.148232187526	-0.575397476711953	0.252423751149967	-2.2794902385002	0.0226379395834543	0.210415068498234	species
s__Klebsiella pneumoniae	532.306524496463	-0.748518014046304	0.328778372870693	-2.27666439100206	0.0228062744945303	0.210761433259797	species
g__Zhihengliuella	1.33915556154315	-0.483283636514227	0.212427038041027	-2.2750570782844	0.0229025060188377	0.340119305802142	genus
s__Zhihengliuella sp. ISTPL4	1.33089894434699	-0.482304914980417	0.212187434161769	-2.27301355938313	0.0230253628385465	NA	species
s__Spirosoma radiotolerans	1.62875201148465	-0.474627650901605	0.209168043857938	-2.26912123930346	0.0232609541060372	0.213209127478607	species
s__Actinosynnema pretiosum	3.57129793120966	0.370793706472895	0.163531447047225	2.2674153086031	0.0233648671854454	0.213209127478607	species
g__Auricoccus	1.24409669505607	-0.476551125468632	0.210306895580717	-2.26597955408328	0.0234526351150921	0.342554425286077	genus
s__Auricoccus indicus	1.23613858345377	-0.475648638046634	0.209932033465682	-2.26572681736249	0.0234681145389092	NA	species
s__Tenacibaculum sp. DSM 106434	1.92391202470566	-0.372871229905369	0.164571199689723	-2.26571374947966	0.0234689151515631	0.213209127478607	species
